"ID","Area","ID:1","Link_Check","NA_Corridor","NA_Corridor_ID","NA_Corridor2","NA_Corridor2_ID","Radial Corridor_2014 LRTP","District_2014 LRTP","Region_2014 LRTP","CTPS_TAZ_ID","In_CTPS_Model","In_101","In_63","CTPS_Exact_Match","TAZ_ID","PopEmpDensity","Pop2XEmpDens","Speed_Density_Area","Trip_Gen_LU","LU_Type_Old","FareZone","District_Class_446","District_Class","District_Class_backup","TAZ_Geography_Code","Merge_Value","Aggregation_Field","Uses_CTPS_TAZ_ID","RPA","ID_From_Nodes","TAZ_Type","Zone_Type","CTPS_TAZ_ID:1","RPA_TAZ_ID","SRPEDD_ID","ADT","Func_Class","Ext_Ext_Percent","K_Factor_Group","State","County","Town","Tract","BlkGrp","gc","Zero","AM_wacc_fact","MD_wacc_fact","PM_wacc_fact","NT_wacc_fact","wacc_fact","wegr_fact","park_cost","half_park_cost","park_cost_backup","park_cost_8_hour_2017","park_cost_1_hour_2017","parking_offstreet","parking_onstreet","Acres","HhdPerAcre","EmpPerAcre","Hwy Prod Term Time","Hwy Attr Term Time","TerminalTime","TerminalTime_Old","ManualTermTime","walk_prod_terminal_time","walk_attr_terminal_time","bike_prod_terminal_time","bike_attr_terminal_time","allow_DAT_trip_origins","PopulationDensity","VehiclesPerWorker","HouseholdSize","SquareRootPopD","SquareRootEmpD","PercentSOV_PK","PercentSOV_NP","Egr_PEV","Acc_PEV","AvgVehPer","WorkDummy","PercentSOV","PUMA","ST_PUMA","Tot_Emp","Srv_Emp","Ret_Emp","Bas_Emp","Coll_Emp","K12G_Emp","K12P_Emp","Tot_Pop","GQ_Pop","Dorm_Pop","HH_Pop","HH","Income1","Income2","Income3","Income4","Worker0","Worker1","Worker2","Worker3p","HHSize1","HHSize2","HHSize3","HHSize4p","Veh0","Veh1","Veh2","Veh3p","TriProp_p","TriProp_a","AQ_divider","MAPC_Flag","EMass_Flag","AM_VMT","AM_VHT","AM_Auto_VMT","AM_Auto_VHT","AM_TRK_VMT","AM_TRK_VHT","AM_CO","AM_NOX","AM_VOC","AM_CO2","MD_VMT","MD_VHT","MD_Auto_VMT","MD_Auto_VHT","MD_TRK_VMT","MD_TRK_VHT","MD_CO","MD_NOX","MD_VOC","MD_CO2","PM_VMT","PM_VHT","PM_Auto_VMT","PM_Auto_VHT","PM_TRK_VMT","PM_TRK_VHT","PM_CO","PM_NOX","PM_VOC","PM_CO2","NT_VMT","NT_VHT","NT_Auto_VMT","NT_Auto_VHT","NT_TRK_VMT","NT_TRK_VHT","NT_CO","NT_NOX","NT_VOC","NT_CO2","Dly_VMT","Dly_VHT","Dly_Auto_VMT","Dly_Auto_VHT","Dly_TRK_VMT","Dly_TRK_VHT","Dly_CO","Dly_NOX","Dly_VOC","Dly_CO2","Casino","Age0to4_enrollment","Age5to14_enrollment","Age15to18_enrollment","Age19plus_commuters","Age19plus_dorms","EFactor_preK","EFactor_Kto8","EFactor_HighSchool","EFactor_College","CTPS_Town_ID","CTPS_RegionalHS_ID","College_Dorm_ID"
1843,0.139877,,0,"SE",8,"Inner",3,"SE",30,8,1843,1,1,1,1,1843,14748,18880,1,1,"NonDense",4,336,20,158,,,,1,"MAPC",1663,"Internal_Centroid","Internal",1843,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422200",5,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,89.521198,10.600841,3.228286,3,1,3,8.000000,,0.000000,0.000000,1.000000,2.000000,,,1.217708,2.111111,0.574927,0.048088,0.000000,0.000000,3.210000,3.210000,0.650153,,0.781749,3900,253900,289.000000,88.000000,195.000000,10.000000,0.000000,0.000000,0.000000,2014.000000,0.000000,0.000000,2014.000000,954.000000,258.000000,337.000000,153.000000,206.000000,233.000000,383.000000,276.000000,62.000000,443.000000,290.000000,131.000000,90.000000,134.000000,420.000000,271.000000,129.000000,2144.561822,598.146729,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1840,0.180902,,0,"SE",8,"Inner",3,"SE",30,8,1840,1,1,1,1,1840,6473,14024,3,2,"NonDense",4,336,20,158,,,,1,"MAPC",1660,"Internal_Centroid","Internal",1840,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422100",4,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,115.777397,1.684267,5.899252,1,2,2,4.000000,,0.000000,0.000000,1.000000,2.000000,,,1.029891,2.765306,0.262261,0.088831,0.000000,0.000000,3.480000,3.480000,0.517540,,0.803661,3900,253900,683.000000,668.000000,30.000000,2.000000,0.000000,0.000000,0.000000,542.000000,0.000000,0.000000,542.000000,196.000000,15.000000,54.000000,66.000000,61.000000,20.000000,57.000000,86.000000,33.000000,22.000000,71.000000,47.000000,56.000000,14.000000,68.000000,74.000000,40.000000,638.814934,1188.668213,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1836,0.642890,,0,"SE",8,"Inner",3,"SE",30,8,1836,1,1,1,1,1836,3134,4811,4,3,"NonDense",4,336,20,158,,,,1,"MAPC",1656,"Internal_Centroid","Internal",1836,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422301",1,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,411.449699,1.404789,1.492284,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.202371,2.483333,0.230665,0.019390,0.000000,0.000000,3.600000,3.600000,0.625108,,0.803135,3900,253900,614.000000,387.000000,120.000000,36.000000,0.000000,47.000000,28.000000,1490.000000,0.000000,0.000000,1490.000000,600.000000,136.000000,191.000000,166.000000,107.000000,88.000000,285.000000,166.000000,61.000000,137.000000,209.000000,119.000000,135.000000,76.000000,211.000000,200.000000,113.000000,1399.014702,992.143188,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,19.000000,368.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1835,0.833890,,0,"SE",8,"Inner",3,"SE",30,8,1835,1,1,1,1,1835,5158,7022,3,2,"NonDense",4,336,20,158,,,,1,"MAPC",1655,"Internal_Centroid","Internal",1835,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422301",2,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,533.689651,3.065452,1.455902,1,1,1,4.000000,,0.000000,0.000000,1.000000,2.000000,,,1.166181,2.324818,0.324417,0.037551,0.000000,0.000000,3.240000,3.240000,0.650625,,0.803288,3900,253900,777.000000,963.000000,53.000000,348.000000,0.000000,0.000000,0.000000,3823.000000,1.000000,0.000000,3822.000000,1644.000000,487.000000,399.000000,450.000000,308.000000,300.000000,700.000000,536.000000,108.000000,696.000000,483.000000,209.000000,256.000000,208.000000,685.000000,524.000000,227.000000,4002.672906,2419.444580,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1833,0.449015,,0,"SE",8,"Inner",3,"SE",30,8,1833,1,1,1,1,1833,6465,14758,3,2,"NonDense",3,336,20,158,,,,1,"MAPC",1653,"Internal_Centroid","Internal",1833,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422302",4,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,287.369289,1.350179,6.733496,1,2,2,4.000000,,0.000000,0.000000,1.000000,2.000000,,,1.098951,2.564103,0.242163,0.096272,0.000000,0.000000,3.560000,3.560000,0.545490,,0.808425,3900,253900,1935.000000,1236.000000,590.000000,57.000000,0.000000,73.000000,0.000000,1147.000000,147.000000,0.000000,1000.000000,390.000000,71.000000,118.000000,120.000000,81.000000,55.000000,165.000000,148.000000,22.000000,114.000000,132.000000,71.000000,73.000000,43.000000,170.000000,129.000000,48.000000,995.729546,3500.634277,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,340.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1830,0.126831,,0,"SE",8,"Inner",3,"SE",30,8,1830,1,1,1,1,1830,6094,16344,3,2,"NonDense",3,336,20,158,,,,1,"MAPC",1650,"Internal_Centroid","Internal",1830,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422400",4,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,81.171932,0.985562,8.007694,1,2,2,4.000000,,0.000000,0.000000,1.000000,2.000000,,,1.043771,1.814815,0.163118,0.152043,0.000000,0.000000,4.010000,4.010000,0.681598,,0.791889,3900,253900,650.000000,514.000000,303.000000,23.000000,0.000000,0.000000,0.000000,147.000000,0.000000,0.000000,147.000000,81.000000,10.000000,17.000000,24.000000,30.000000,12.000000,27.000000,36.000000,6.000000,32.000000,39.000000,6.000000,4.000000,7.000000,37.000000,27.000000,10.000000,221.678902,1590.817871,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1826,0.643746,,0,"SE",8,"Inner",3,"SE",30,8,1826,1,1,1,1,1826,4087,5025,4,3,"NonDense",3,336,20,158,,,,1,"MAPC",1646,"Internal_Centroid","Internal",1826,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422502",3,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,411.997185,2.480599,1.002434,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.250495,2.393792,0.296669,0.010984,0.000000,0.000000,4.000000,4.000000,0.646923,,0.764811,3900,253900,413.000000,215.000000,61.000000,32.000000,0.000000,111.000000,0.000000,2468.000000,0.000000,0.000000,2468.000000,1031.000000,352.000000,348.000000,207.000000,124.000000,275.000000,434.000000,257.000000,65.000000,373.000000,321.000000,145.000000,192.000000,162.000000,452.000000,288.000000,129.000000,1963.578545,561.282288,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,280.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1827,0.381098,,0,"SE",8,"Inner",3,"SE",30,8,1827,1,1,1,1,1827,6494,7722,3,2,"NonDense",3,336,20,158,,,,1,"MAPC",1647,"Internal_Centroid","Internal",1827,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422502",3,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,243.902416,4.169700,0.959400,1,1,1,4.000000,,0.000000,0.000000,1.000000,2.000000,,,1.231451,2.402153,0.384560,0.014096,0.000000,0.000000,4.000000,4.000000,0.840179,,0.767615,3900,253900,234.000000,172.000000,24.000000,38.000000,0.000000,0.000000,0.000000,2455.000000,0.000000,0.000000,2455.000000,1022.000000,313.000000,361.000000,233.000000,115.000000,229.000000,494.000000,237.000000,62.000000,387.000000,318.000000,148.000000,169.000000,151.000000,467.000000,274.000000,130.000000,2176.940484,416.461365,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1819,0.456348,,0,"SE",8,"Inner",3,"SE",30,8,1819,1,1,1,1,1819,3392,3720,4,3,"NonDense",3,336,20,158,,,,1,"MAPC",1639,"Internal_Centroid","Internal",1819,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422600",7,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,292.062531,2.016691,0.256794,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.210420,2.467905,0.271102,0.003773,0.000000,0.000000,3.940000,3.940000,0.732224,,0.761365,3900,253900,75.000000,44.000000,15.000000,16.000000,0.000000,0.000000,0.000000,1461.000000,0.000000,0.000000,1461.000000,592.000000,104.000000,189.000000,169.000000,130.000000,112.000000,214.000000,233.000000,33.000000,126.000000,237.000000,88.000000,141.000000,72.000000,206.000000,221.000000,93.000000,1374.229058,139.223373,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1820,0.477724,,0,"SE",8,"Inner",3,"SE",30,8,1820,1,1,1,1,1820,2951,3273,4,3,"NonDense",3,336,20,158,,,,1,"MAPC",1640,"Internal_Centroid","Internal",1820,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422600",2,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,305.743160,1.628818,0.251845,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.190024,3.014000,0.269107,0.003748,0.000000,0.000000,3.480000,3.480000,0.658333,,0.802027,3900,253900,77.000000,17.000000,5.000000,56.000000,0.000000,0.000000,0.000000,1507.000000,0.000000,0.000000,1507.000000,500.000000,70.000000,167.000000,144.000000,119.000000,81.000000,180.000000,210.000000,29.000000,75.000000,188.000000,92.000000,145.000000,55.000000,170.000000,192.000000,83.000000,1213.692803,148.187485,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1854,0.222949,,0,"SE",8,"Inner",3,"SE",31,8,1854,1,1,1,1,1854,5324,12034,3,2,"NonDense",4,131,106,58,,,,1,"MAPC",1674,"Internal_Centroid","Internal",1854,,,0,,,0,"MA","Plymouth MA","HINGHAM,MA","25023501102",4,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,142.687140,1.401668,5.242238,1,2,2,4.000000,,0.000000,0.000000,1.000000,2.000000,,,1.393489,1.848077,0.314569,0.077742,0.000000,0.000000,3.250000,3.250000,0.594578,,0.780293,3900,253900,748.000000,446.000000,220.000000,89.000000,0.000000,0.000000,0.000000,961.000000,0.000000,0.000000,961.000000,520.000000,202.000000,139.000000,80.000000,99.000000,205.000000,197.000000,99.000000,19.000000,291.000000,113.000000,76.000000,40.000000,115.000000,232.000000,127.000000,46.000000,852.980279,1398.457886,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010887,0.150929,0.074947,0.054402,58,58,
1731,2.619763,,0,"SE",8,"Inner",3,"SE",28,8,1731,1,1,1,1,1731,1079,1277,4,3,"NonDense",4,133,167,59,,,,1,"MAPC",1611,"Internal_Centroid","Internal",1731,,,0,,,0,"MA","Norfolk MA","HOLBROOK,MA","25021421200",2,3,,0.598978,0.598978,0.598978,0.598978,2.395912,2.395912,0.000000,0.000000,0.000000,,,,,1676.648560,0.569589,0.203382,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.341281,2.570103,0.148602,0.002278,0.000000,0.000000,3.070000,3.070000,0.860044,,0.830440,3602,253602,341.000000,160.000000,18.000000,82.000000,0.000000,81.000000,0.000000,2520.000000,27.000000,0.000000,2493.000000,970.000000,215.000000,360.000000,234.000000,161.000000,158.000000,379.000000,339.000000,94.000000,236.000000,330.000000,169.000000,235.000000,40.000000,307.000000,407.000000,216.000000,2408.716363,466.702850,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,82.000000,328.000000,0.000000,0.000000,0.000000,0.011305,0.095626,0.025852,0.057638,59,59,
1839,1.167354,,0,"SE",8,"Inner",3,"SE",30,8,1839,1,1,1,1,1839,1830,3408,4,3,"NonDense",4,336,20,158,,,,1,"MAPC",1659,"Internal_Centroid","Internal",1839,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422100",2,3,,0.719018,0.719018,0.719018,0.719018,2.876074,2.876074,0.000000,0.000000,0.000000,,,,,747.106628,0.619724,1.232756,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.241638,3.034409,0.166578,0.018328,0.000000,0.000000,3.420000,3.420000,0.642475,,0.816906,3900,253900,921.000000,614.000000,148.000000,170.000000,0.000000,0.000000,0.000000,1411.000000,0.000000,0.000000,1411.000000,465.000000,57.000000,127.000000,140.000000,141.000000,61.000000,159.000000,190.000000,55.000000,66.000000,179.000000,73.000000,147.000000,25.000000,131.000000,197.000000,112.000000,1278.568169,1692.028931,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1842,0.137812,,0,"SE",8,"Inner",3,"SE",30,8,1842,1,1,1,1,1842,7844,16275,2,2,"NonDense",4,336,20,158,,,,1,"MAPC",1662,"Internal_Centroid","Internal",1842,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422100",4,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,88.199501,2.528359,6.587339,1,2,2,6.000000,,0.000000,0.000000,1.000000,2.000000,,,1.133792,2.232143,0.290901,0.111609,0.000000,0.000000,3.730000,3.730000,0.436265,,0.800562,3900,253900,581.000000,598.000000,62.000000,10.000000,0.000000,0.000000,0.000000,508.000000,8.000000,0.000000,500.000000,224.000000,17.000000,65.000000,69.000000,73.000000,35.000000,88.000000,78.000000,23.000000,80.000000,71.000000,25.000000,48.000000,23.000000,90.000000,72.000000,39.000000,604.521355,1156.463623,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1805,1.623813,,0,"SE",8,"Inner",3,"SE",30,8,1805,1,1,1,1,1805,1569,1845,4,3,"NonDense",3,40,62,21,,,,1,"MAPC",1625,"Internal_Centroid","Internal",1805,,,0,,,0,"MA","Norfolk MA","BRAINTREE,MA","25021419600",3,3,,0.377241,0.377241,0.377241,0.377241,1.508963,1.508963,0.000000,0.000000,0.000000,,,,,1039.240189,0.926639,0.224202,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.461900,2.405550,0.178551,0.003238,0.000000,0.000000,4.170000,4.170000,0.730875,,0.815282,3900,253900,233.000000,162.000000,32.000000,35.000000,0.000000,0.000000,9.000000,2255.000000,1.000000,0.000000,2254.000000,937.000000,231.000000,174.000000,306.000000,226.000000,219.000000,309.000000,326.000000,83.000000,302.000000,304.000000,136.000000,195.000000,28.000000,313.000000,365.000000,231.000000,2209.418755,412.722656,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002658,0.128298,0.068905,0.057367,21,21,
1807,1.029142,,0,"SE",8,"Inner",3,"SE",30,8,1807,1,1,1,1,1807,3093,3622,4,3,"NonDense",3,40,62,21,,,,1,"MAPC",1627,"Internal_Centroid","Internal",1807,,,0,,,0,"MA","Norfolk MA","BRAINTREE,MA","25021419600",1,3,,0.741769,0.741769,0.741769,0.741769,2.967074,2.967074,0.000000,0.000000,0.000000,,,,,658.651199,1.785467,0.412965,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.360110,2.387662,0.264446,0.006157,0.000000,0.000000,3.380000,3.380000,0.709562,,0.801393,3900,253900,272.000000,83.000000,103.000000,90.000000,0.000000,0.000000,0.000000,3135.000000,0.000000,0.000000,3135.000000,1313.000000,385.000000,264.000000,333.000000,331.000000,347.000000,433.000000,423.000000,110.000000,490.000000,414.000000,191.000000,218.000000,111.000000,497.000000,454.000000,251.000000,2888.293755,549.254761,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002658,0.128298,0.068905,0.057367,21,21,
1829,0.530002,,0,"SE",8,"Inner",3,"SE",30,8,1829,1,1,1,1,1829,2581,3860,4,3,"NonDense",3,336,20,158,,,,1,"MAPC",1649,"Internal_Centroid","Internal",1829,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422301",2,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,339.201050,1.202826,1.164501,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.148985,2.852804,0.229972,0.016763,0.000000,0.000000,3.270000,3.270000,0.764545,,0.794289,3900,253900,395.000000,162.000000,187.000000,38.000000,0.000000,56.000000,0.000000,1221.000000,0.000000,0.000000,1221.000000,428.000000,86.000000,145.000000,118.000000,79.000000,63.000000,185.000000,133.000000,47.000000,84.000000,161.000000,77.000000,106.000000,53.000000,155.000000,142.000000,78.000000,1036.534478,769.029785,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,274.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1822,0.495565,,0,"SE",8,"Inner",3,"SE",30,8,1822,1,1,1,1,1822,5210,6695,3,2,"NonDense",3,336,20,158,,,,1,"MAPC",1642,"Internal_Centroid","Internal",1822,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422600",5,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,317.161865,3.118282,1.503964,1,1,1,4.000000,,0.000000,0.000000,1.000000,2.000000,,,1.277067,2.487412,0.338263,0.017233,0.000000,0.000000,3.720000,3.720000,0.589083,,0.759322,3900,253900,477.000000,311.000000,0.000000,61.000000,0.000000,109.000000,0.000000,2470.000000,0.000000,0.000000,2470.000000,993.000000,278.000000,303.000000,226.000000,186.000000,254.000000,370.000000,314.000000,55.000000,352.000000,281.000000,151.000000,209.000000,143.000000,377.000000,332.000000,141.000000,2238.455376,642.944702,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,746.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1809,0.405319,,0,"SE",8,"Inner",3,"SE",30,8,1809,1,1,1,1,1809,4477,7009,4,3,"NonDense",3,40,62,21,,,,1,"MAPC",1629,"Internal_Centroid","Internal",1809,,,0,,,0,"MA","Norfolk MA","BRAINTREE,MA","25021419500",2,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,259.404278,1.684629,1.977608,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.179809,2.655897,0.319385,0.030528,0.000000,0.000000,3.030000,3.030000,1.024488,,0.759369,3900,253900,513.000000,377.000000,83.000000,79.000000,0.000000,0.000000,0.000000,1801.000000,157.000000,0.000000,1644.000000,619.000000,120.000000,196.000000,162.000000,141.000000,100.000000,278.000000,213.000000,28.000000,183.000000,210.000000,105.000000,121.000000,88.000000,242.000000,197.000000,92.000000,1361.231377,984.967590,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002658,0.128298,0.068905,0.057367,21,21,
1818,0.651305,,0,"SE",8,"Inner",3,"SE",30,8,1818,1,1,1,1,1818,4096,5505,4,3,"NonDense",3,336,20,158,,,,1,"MAPC",1638,"Internal_Centroid","Internal",1818,,,0,,,0,"MA","Norfolk MA","WEYMOUTH,MA","25021422700",1,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,416.835403,2.163924,1.101154,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.206590,2.567329,0.286331,0.016496,0.000000,0.000000,3.160000,3.160000,0.202645,,0.744421,3900,253900,459.000000,99.000000,198.000000,171.000000,0.000000,0.000000,0.000000,2326.000000,0.000000,0.000000,2326.000000,906.000000,201.000000,258.000000,345.000000,102.000000,202.000000,327.000000,284.000000,93.000000,234.000000,326.000000,139.000000,207.000000,107.000000,335.000000,320.000000,144.000000,2072.903130,941.063782,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007201,0.105407,0.039539,0.058789,158,158,
1729,1.910241,,0,"SE",8,"Inner",3,"SE",28,8,1729,1,1,1,1,1729,2609,3966,4,3,"NonDense",4,133,167,59,,,,1,"MAPC",1609,"Internal_Centroid","Internal",1729,,,0,,,0,"MA","Norfolk MA","HOLBROOK,MA","25021421100",2,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,1222.554092,1.266202,1.151687,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.215569,2.570974,0.220372,0.015839,0.000000,0.000000,3.660000,3.660000,0.548611,,0.788384,3602,253602,1408.000000,561.000000,287.000000,470.000000,0.000000,90.000000,22.000000,4041.000000,2.000000,0.000000,4039.000000,1571.000000,552.000000,539.000000,350.000000,130.000000,390.000000,616.000000,409.000000,156.000000,568.000000,449.000000,279.000000,275.000000,236.000000,578.000000,544.000000,213.000000,3329.083794,2484.131836,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,33.000000,346.000000,293.000000,0.000000,0.000000,0.011305,0.095626,0.025852,0.057638,59,59,
1730,1.163576,,0,"SE",8,"Inner",3,"SE",28,8,1730,1,1,1,1,1730,2791,4774,4,3,"NonDense",4,133,167,59,,,,1,"MAPC",1610,"Internal_Centroid","Internal",1730,,,0,,,0,"MA","Norfolk MA","HOLBROOK,MA","25021421200",4,3,,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,0.000000,0.000000,0.000000,,,,,744.688950,1.048760,1.603354,1,1,1,2.000000,,0.000000,0.000000,1.000000,2.000000,,,1.149181,2.553594,0.200226,0.023044,0.000000,0.000000,4.030000,4.030000,0.855026,,0.785258,3602,253602,1194.000000,487.000000,188.000000,493.000000,0.000000,36.000000,4.000000,2032.000000,7.000000,0.000000,2025.000000,793.000000,147.000000,312.000000,193.000000,141.000000,112.000000,313.000000,287.000000,81.000000,190.000000,254.000000,132.000000,217.000000,88.000000,272.000000,288.000000,145.000000,1994.850396,2186.294434,"*",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000,3.000000,318.000000,7.000000,0.000000,0.000000,0.011305,0.095626,0.025852,0.057638,59,59,
